,Sentence,Emotion
36398,언니! 웬일이세요?,놀람
36399,자퇴요? 정말 안 돌아오실 거예요?,놀람
36400,그렇게 빨리요?,놀람
36401,저 아직 고맙다는 인사도 제대로 못했는데. 언니한테 신세 진거 하나도 못 갚았는데-,슬픔
36402,그런 말 자꾸 하면 나 서운해 할 거예요.,슬픔
36403,네?,놀람
36404,왜 이래요.,놀람
36405,앗!,놀람
36406,부탁드릴게요. 제발 떠나지 말아 주세요.,슬픔
36407,어서 일어나요.,놀람
36408,"이런 부탁 할 자격도, 들어주실 이유도 없는 거 알지만, 이렇게라도 하지 않으면-",슬픔
36409,동생...때문인가요?,슬픔
36410,"전, 선배에 대해서 아무것도 몰라요. 그렇지만 선배한테 언니가 얼마나 소중한 사람인지는 알아요.",슬픔
36411,"동생은 나한테 소중한 사람이에요. 나 역시 동생한테 그럴 거라고 믿구요. 그래서 그렇게 후회하는 내 모습, 동생도 바라지 않을 거라고 생각하는데…어떻게 생각해요?",슬픔
36412,죄송해요. 죄송합니다.,슬픔
36413,아니에요. 그런 말 해줘서 나 정말 기쁜걸. ...고마워요.,행복
36414,이걸... 저한테요?,놀람
36415,니가 뭐야!,분노
36416,선배!,놀람
36417,니가 뭔데 이딴 짓을 하는 거야? 누가 너더러 그딴 부탁하랬어!,분노
36418,그건 부탁도 아니야. 구걸이라구! 넌 자존심도 없어?,분노
36419,뭐!,분노
36420,선배가...너무 괴로워하니까. 슬퍼서 죽을 거 같았으니까!,슬픔
36421,네?!,놀람
36422,아!,슬픔
36423,"좋아하는데...너무 좋아하니까, 상대를 생각해서 자기감정 꾹꾹 누르고 표현 안 하는 게 잘하는 걸까?",슬픔
36424,어?,놀람
36425,왜...왜 이래. 너 또 뭐하려는 거야,놀람
36426,뭐?,놀람
36427,너! 지금 도대체 몇 시야?,분노
36428,그건 내가 할 소리야. 도대체 지금이 몇 신 줄이나 알아? 할일이 그렇게 없어?,슬픔
36429,늦으면 죽는다구 했냐 안했냐?,분노
36430,내가 언제 온다고 했어?,슬픔
36431,왔잖아.,행복
36432,"...그거야- 설마, 혹시나, 어쩌면 해서 온거구. 그니까 안 와봤으면 어쩔 뻔 했는데?",슬픔
36433,어쨌든 왔잖아! 그리구 내가 누구땜에 이 고생을 했는데 뭘 잘했다고 성질이야? 아우 추워.,행복
36434,..기운 없어.,슬픔
36435,뭐?!,놀람
36436,여기...가려구?,놀람
36437,와우-,놀람
36438,왜 이렇게 깜깜하지? 어-?! 저거?,놀람
36439,잠겼어? 진짜 잠긴 거야? 촌스럽게 호들갑은. 사람 부르면 되니까 가만좀 있어봐...이거 왜이래!,놀람
36440,전화길 왜 물에 적시구 그래!!,분노
36441,그러는 넌 무슨 애가 휴대폰도 없냐? 이게 다 너땜에 비 쫄딱 맞아서 그런 거잖아!,분노
36442,"비 오면 어디든 들어가 기다리던지. 우산두 없는 주제에, 니가 동상이야?",분노
36443,오기가 나서 그랬지! 나 태어나서 비 처음 맞아보는 거란 말야!!,분노
36444,미안해.,슬픔
36445,뭐?,놀람
36446,미안하다구. 어쨌든 나 땜에 이렇게 돼서,슬픔
36447,"이게 뻑하면! 이 변태 같은 놈아! 너 지금, 이 상황에서 진짜 이러구 싶냐? 야! 안 일어나?",분노
36448,아퍼...,슬픔
36449,"아퍼? 그래, 열이 이렇게 나는데 안 아픈게 이상하지.",슬픔
36450,추워,슬픔
36451,뭐?,놀람
36452,드럽게 추워. 추워 죽겠어.,슬픔
36453,지금...뭐하는 거야?,놀람
36454,뭐?,놀람
36455,잔말말구 얼른 벗기나 해!,분노
36456,풋-! ,행복
36457,가지 마? 나 혼자 두고 가지 마?,슬픔
36458,"무슨 충고를요? 올라가지도 못할 나무니까, 헛물켜지 말라는 충고요? 재벌 집 도련님들 심심풀이 땅콩이니까 먹다 뱉어도 그런 줄 알라구요?",분노
36459,그런 기생 오래비 같은 얼굴루 그대 어쩌구 하면 다들 껌뻑 넘어 가는 줄 아나분데 사람 잘못 봤어요. 오늘 얘긴 안 들은걸루 할게요. 그럼 -,분노
36460,네?,놀람
36461,네...아주 많이. 고맙습니다. ,행복
36462,아니야! ....사실이 아니야. 뭔가 잘못된 거라구.,놀람
36463,뭐가 어떻게 잘못되면 이런 사진이 찍힐 수 있는 거지?,분노
36464,"나도 몰라, 하지만 누군가 날 함정에 빠뜨린 게 분명해.",분노
36465,뭐 ?!,놀람
36466,고작 이정도 밖에 안 되는 여자였어? 빠뜨리면! 아무 함정에나 빠지는. 그렇게 쉬운 여자였냐구!,분노
36467,"니가 믿든 말든 상관도 없구, 이런 말도 안 되는 일을 구차하게 왜 변명하고 있는지도 모르겠지만. 하여튼 저건 진실이 아니야. 난 모르는 일이라구!",분노
36468,딱 한 가지만 묻는다. 사진 속의 저 여자. 너 맞냐? 믿든 말든 상관없다고 했지. 그래. 니 말이 맞다.,분노
36469,네?,놀람
36470,예에-?!,놀람
36471,다들 죽고 싶어?! 저리 안가!,분노
36472,진짜... 너네.,슬픔
36473,미안해.,슬픔
36474,올 거면 좀 빨리 올 것이지.,슬픔
36475,미안하다.,슬픔
36476,...나 아냐. 정말 모르는 일이야.,슬픔
36477,상관없어. 그니까 그만 입 다물어.,슬픔
36478,못 믿는구나.,슬픔
36479,"넌 대체 무식한거냐, 요령이 없는 거냐. 아주 죽을라구 용을 써요 그렇게 당하고도 배우는 게 없어? 개떼처럼 덤비면 무조건 38계로 튀어야지.",분노
36480,하여간 보면 진짜 미련해. 너 아이큐 세 자리 안 되지? 학습능력이 딱 오랑우탄 수준이야.,슬픔
36481,뭐! 뭐야- 왜 왔어.,놀람
36482,"뭐? 다 버려? 그 그걸 왜 버려? 빨구, 고치고 하면 되는걸 왜 남의 허락도 없이 버려! 니가 뭔데!!",분노
36483,왜 못입어? 내가 세탁소집 딸인데에-!!,분노
36484,"이런 비싼 자전거 아니거든요? 제껀 그냥 평범한, 아-주 평범한 보통 자전거에요.",놀람
36485,네?,놀람
36486,네?,놀람
36487,스토옵-!!,놀람
36488,뭐하는 짓이야? 누가 너한테 복수해달랬어?,분노
36489,"따지구 보면 그게 누구 탓인데? 약하고 힘없는 애들 단체루 괴롭히는거. 니들한텐 게임이지? 근데 알아? 니들은 재미지만, 개구리는 죽어.",분노
36490,우리 애가 가 어딜 갔다구요? ,놀람
36491,그거 다 먹어. ,행복
36492,너! 여기 니방 아니구 내방 맞거든? ,놀람
36493,역시 싸구려가 딱 어울리네. ,행복
36494,어!,놀람
36495,헉,놀람
36496,그 사람이랑 자주 왔었어. 니스랑 비슷하다고 좋아했거든. ,슬픔
36497,잘.. 지내시죠? ,슬픔
36498,잘.. 지내겠지. ,슬픔
36499,무슨 일...있었어요? ,슬픔
36500,...나한테 왜 쫓아가라구 했어? ,슬픔
36501,알아버렸어. 내가 얼마나 한심한 남잔지 ,슬픔
36502,네?,놀람
36503,"텅 빈 아파트에서, 하루 종일 기다리는 것 말곤 할게 없더라. ",슬픔
36504,"사랑하는 여자한테 짐만 되는 남자라는게, 어떤 건지 알아? ",슬픔
36505,아!,놀람
36506,제 손으론 아무것도 못하는 한심한 놈들이라구 했었지? ,슬픔
36507,"니 말이 맞아. 난... 한 여자를 습관처럼 사랑했다는 것 말곤 아무것도 할 줄 아는 게 없는, 한심한 놈이더라. ",슬픔
36508,어딜 가면 간다구 말을 해야지! 걱정했잖아! ,놀람
36509,"물에 빠졌나, 뱀에 물렸나 별 생각이 다 드는데 어떻게 걱정을 안해! ",놀람
36510,앞으론 혼자 수영하지 마. 혼자 산책두 가지 마. 알았어?!,놀람
36511,! ...어? 뜨..뜨거우니까 조심하라구 ,놀람
36512,!아-그거...그거 방에 있지. 돌아다니다 잊어버리기라도 하면  니가 날 가만두겠냐? ,놀람
36513,그거 뭐냐? 안 어울리게 ,놀람
36514,! ...그래두 되요? ,놀람
36515,히히,행복
36516,잡혔어요? 잡은 거예요?,놀람
36517,놔줘요? 그냥?,놀람
36518,하트야! 정말...하트가 있어 저기! ,놀람
36519,좋아하는 여자가 생기면 데려와야지 결심했었어. ,행복
36520,야…,행복
36521,"보이냐, 내 마음? ",행복
36522,네…,슬픔
36523,눈치 볼 필요 없어. 너두 비상이잖아 ,슬픔
36524,하하…,슬픔
36525,섬에서는...미안했어요. ,슬픔
36526,내가 찾아가지만 않았어도- ,슬픔
36527,그러고 싶었던 건 나야. 사과를 할 사람도 나고. ,슬픔
36528,걔한테 상처를 준 건 나에요. ,슬픔
36529,네? ,놀람
36530,아!,놀람
36531,네? ,놀람
36532,말해.,분노
36533,"니가 무슨 짓을 하든, 다 이해했어. 너한테 이런 얘기하게 될 줄은 몰랐다. ",슬픔
36534,왜 그랬냐? ,분노
36535,"니가 내 여동생을 꼬셨다 3일만에 차버렸대도, 난 아마 화내지 않았을거야. ",슬픔
36536,농담 아니거든? 친구 여잘 건드리는거 만큼은 나두 용납 안된단 소리야. ,분노
36537,부자들한테 진정한 친구라는 건. 천국에 가는 것만큼 어려운 일일걸? 더더구나 우리 어마마만 친구 따윈 필요 없단 생각을 하시는 분이시지. ,슬픔
36538,"우리집안의 후계자에겐 감히 누구도 친구가 될 수 없고, 되어서도 안된다고 믿으시거든. ",슬픔
36539,"그래. 타고난 유아독존에, 후천적 안하무인까지 겸비한 걔한테 친구들이 있다는건 거의 기적이야.",행복
36540,죄송해요... 저 때문에 그런 친구들이 ,슬픔
36541,네? ,놀람
36542,이것들이 진짜 밥 먹으란 소릴 안하네? 우씨- 집사 이 노친네는 간식두 안 들고 온다 이거지? ,분노
36543,진짜 이딴 식으로 할거야?! ,분노
36544,아! 그게! 아우 진짜-,분노
36545,헉!,놀람
36546,그만두지 못해!! ,분노
36547,"교장샘을 짤라? 그래 짤라봐. 그럼 다음 교장은 내가 할건데, 그건 어때? 너 내 밑에서 졸업 좀 해볼래? ",분노
36548,헉!,놀람
36549,누나가 제일 싫어하는 남자는? ,분노
36550,"...치사한 남자, 쫀쫀한 남자, 뒤끝 있는 남자 ",슬픔
36551,자신의 힘을 부당하게 과시하는 남자는? ,분노
36552,치사한 남자,슬픔
36553,친구의 실수를 물고 늘어지는 남자는? ,분노
36554,쫀쫀한 남자 ,슬픔
36555,결과에 승복하지 못하는 남자는? ,분노
36556,뒤끝 있는 남자 ,슬픔
36557,대결 같은 소리 하구 있네! 누가 그딴거 한댔어?! 난 반대- ...?! ,분노
36558,하하,행복
36559,"저 녀석, 잘 부탁드려요.",행복
36560,이 시합을 꼭 하셔야겠습니까? ,슬픔
36561,피할수 있다면 피하고 싶어요 나두. ,슬픔
36562,도련님들이 싸우시는 걸 보려구 가르친게 아닙니다. ,슬픔
36563,미안해요 ,슬픔
36564,선배 힘들게 하느니 차라리 퇴학 당할래    ,슬픔
36565,가르쳐 준 사람이 있어,슬픔
36566,아!...,놀람
36567,진짜 죽을 거 같았는데. 쪽팔리기 싫어서 이를 악물고 땄지. ,슬픔
36568,그만 두세요 ,슬픔
36569,이럴만한 가치 없어요. 저 이 학교 오구 싶어 온것도 아니구- ,슬픔
36570,네?,놀람
36571,"그래서, 날더러 일부러 져달라는 얘긴가 지금? ",분노
36572,그쪽은 이기든 지든 상관도 없는 일이잖아요. 하지만 제 친구는…,슬픔
36573,"그래서, 죽어도 이겨야겠다 그 말이에요 지금? ",분노
36574,이봐요! ,분노
36575,이 사람이!! ,분노
36576,네?,놀람
36577,네?,놀람
36578,치사하게! 안되는 게 어딨어! 내꺼 할래! ,분노
36579,마...말을 줬다구요? 선물루? ,놀람
36580,먼지나게 두들겨 맞고 포기했죠 ,슬픔
36581,강아지 대신...말은 어때? ,행복
36582,처음 시비 붙던 날도 아이스크림 먹고 있었지? ,행복
36583,정말요? ,행복
36584,그렇다니까,행복
36585,네?,놀람
36586,정말요! 야 신난다- ,행복
36587,뭐? ,놀람
36588,뭐라구? ,놀람
36589,거 쥐똥만한 자식이 말 많네! 먹지마 먹지마! 차라리 버리구 말지 ,분노
36590,잘 지내시겠죠? ,슬픔
36591,...그 얘긴 하지 말자 ,슬픔
36592,!...죄송해요 ,슬픔
36593,에?!,놀람
36594,제...제가요?,놀람
36595,아침부터 남의 동네 웬일이야? ,놀람
36596,따뜻하다. 고맙습니다. ,행복
36597,방학 때도 나와서 연습하는 거야? ,놀람
36598,한바탕 하고 나면 좀 후련해지거든요,슬픔
36599,뭐? ,놀람
36600,야!,분노
36601,"그렇게라도 평생 니 어깨에 붙어 있을 수 있으면, 그러구 싶어졌어 정말.",슬픔
36602,....너한테 맞는 녀석....어딘가 있을거야. ,슬픔
36603,뭐?!,놀람
36604,딴 녀석은 싫어! 너가 아님 안돼! ,슬픔
36605,미안하다.,슬픔
36606,....좋아하는 사람...있어?,슬픔
36607,아!,놀람
36608,안들을래! 나 아무것두 안들려!,슬픔
36609,아뇨! 저 아무것도 안봤어요! 진짜에요. 저 암것두 못봤어요!,놀람
36610,네? 뭐...,슬픔
36611,아이가 아니지 그럼! 다 큰 처년디. 이뻐 죽겄어. 아주 손주놈 있음 며느리 삼구 싶어 내가,행복
36612,야! 너 남의 집서 뭐하는 거야?,놀람
36613,어이구- 우리 서방님 일어났어? 배고프지? 아침먹자- ,행복
36614,이게...다 뭐냐?,놀람
36615,뭐긴. 너 먹일려구 내가 다 준비한거지. ,행복
36616,"아는데. 내가 뭘 해주구 싶어도 해줄게 별로 없잖아. 너나 나나 사고싶은게 있길 해, 못해본게 있어. ",슬픔
36617,그래서...그냥. 나라면 어떨까...생각했어. 난 뭐가 젤 부러웠지? 하고.,슬픔
36618,뭐...였는데?,슬픔
36619,일단은. 북적거리는 즐거운 아침식탁! 큰 식탁에서 혼자 밥 먹는거...난 무지 싫었거든.,슬픔
36620,정말? 이거 이거! 이것부터 먹어봐. 진짜 맛있어.그리고 이것두. 참! 생선 좋아해? 난..누가 생선 이렇게 발라서 밥에 얹어주면 디게 행복하더라? 너...이런거 못해봤지? 크크...맛있어?,행복
36621,다행이다!,행복
36622,늦었지만...우리 약혼 예물. ,행복
36623,어른들 취향대로 거한건 딱질색이야. 그치만...너랑 이거 하난 나눠갖구 싶어서 내가 만들었어. 어디가?,행복
36624,어딘데!,놀람
36625,정말 놀라워. 어떻게 같은 흙으로 이렇게 만들 수 있지?,놀람
36626,너야말루 놀라워. 어떻게 된 여자애가 도예 말곤 관심이 없냐?,놀람
36627,으응..,슬픔
36628,나한테 넌....풀리지 않는 고등수학같아. ,슬픔
36629,아니.,슬픔
36630,있을턱이 없지. ,슬픔
36631,"보증금 없고, 월세 싸고. 중고생 둘이 살만한...그런 곳.",슬픔
36632,불가능이야. ,슬픔
36633,참!! 금강산이 있었지. 어후- 답이 없네. ,슬픔
36634,"어. 어깬 괜찮은데, 이번엔 무릎이 시려",슬픔
36635,그만 뒀다.,슬픔
36636,남이사!,슬픔
36637,야!! 너 거기서 뭐하는 거야?,놀람
36638,니가 왜? 니가 왜 거기서 살아?,놀람
36639,그런 걸 왜 하필 이런데 와서 해?,놀람
36640,네?,놀람
36641,사랑은 참는다구 되는 게 아니더라구요. 숨긴다고 숨겨지지도 않고. ,슬픔
36642,"선생님은 왜 헤어지셨어요, 그분이랑?",슬픔
36643,"그 사람이 원하는 방식으로 있어주고 싶었는데...그러질 못했어요. 자꾸 욕심나구, 너무 힘들어서.",슬픔
36644,고백....해보셨어요?,슬픔
36645,글쎄...고백...한 건가? 나처럼 후회하고 싶지 않으면 용길 좀 내보는게 어때요?,슬픔
36646,뭐 버려?,놀람
36647,그거 나 줘!  이거...진짜 맛있다. 또 없냐?,놀람
36648,으악!! 저거 뭐야!! 사람 살려!!! 으악!! 오지마! 저리가~!,놀람
36649,괜찮아? 무슨 일이야!,놀람
36650,으악!!! 야!! 너 그거!! ,놀람
